,incidence,date,gt,tk
185,892.0,20/01/2020,5,14
186,1076.0,27/01/2020,7,22
187,960.0,03/02/2020,7,23
188,836.0,10/02/2020,6,16
189,700.0,17/02/2020,7,31
190,964.0,24/02/2020,8,24
191,1316.0,02/03/2020,9,22
192,1668.0,09/03/2020,12,41
193,1128.0,16/03/2020,12,66
194,904.0,23/03/2020,13,89
195,736.0,30/03/2020,14,105
196,448.0,06/04/2020,12,93
197,472.0,13/04/2020,12,101
198,492.0,20/04/2020,11,65
199,396.0,27/04/2020,11,66
200,276.0,04/05/2020,11,90
201,216.0,11/05/2020,10,73
202,216.0,18/05/2020,12,84
203,92.0,25/05/2020,14,113
204,92.0,01/06/2020,14,102
205,140.0,08/06/2020,17,101
206,124.0,15/06/2020,17,105
207,44.0,22/06/2020,16,90
208,100.0,29/06/2020,18,109
209,52.0,06/07/2020,17,95
210,52.0,13/07/2020,18,85
211,60.0,20/07/2020,20,99
212,80.0,27/07/2020,22,71
