,incidence,date,gt,tk
187,884.0,03/02/2020,83,0
188,872.0,10/02/2020,81,1
189,732.0,17/02/2020,89,0
190,920.0,24/02/2020,82,1
191,1088.0,02/03/2020,76,2
192,860.0,09/03/2020,78,1
193,648.0,16/03/2020,79,3
194,456.0,23/03/2020,63,1
195,304.0,30/03/2020,81,1
196,252.0,06/04/2020,95,2
197,276.0,13/04/2020,69,0
198,340.0,20/04/2020,79,1
199,428.0,27/04/2020,79,2
200,388.0,04/05/2020,81,2
201,444.0,11/05/2020,84,0
202,476.0,18/05/2020,81,1
203,432.0,25/05/2020,71,2
204,520.0,01/06/2020,75,2
205,676.0,08/06/2020,100,3
206,532.0,15/06/2020,88,3
207,528.0,22/06/2020,89,3
208,692.0,29/06/2020,93,1
209,648.0,06/07/2020,88,0
210,716.0,13/07/2020,85,1
211,600.0,20/07/2020,77,0
212,752.0,27/07/2020,82,0
