,incidence,date,gt,tk
187,16.0,03/02/2020,46,7
188,16.0,10/02/2020,38,17
189,36.0,17/02/2020,64,12
190,20.0,24/02/2020,52,11
191,16.0,02/03/2020,60,5
192,24.0,09/03/2020,49,3
193,28.0,16/03/2020,39,16
194,20.0,23/03/2020,47,5
195,16.0,30/03/2020,44,1
196,8.0,06/04/2020,41,5
197,24.0,13/04/2020,37,8
198,16.0,20/04/2020,27,4
199,20.0,27/04/2020,30,4
200,20.0,04/05/2020,30,5
201,16.0,11/05/2020,28,6
202,24.0,18/05/2020,36,8
203,16.0,25/05/2020,30,6
204,52.0,01/06/2020,37,8
205,20.0,08/06/2020,32,3
206,40.0,15/06/2020,40,1
207,20.0,22/06/2020,32,2
208,28.0,29/06/2020,37,7
209,36.0,06/07/2020,33,3
210,36.0,13/07/2020,38,7
211,20.0,20/07/2020,39,4
212,48.0,27/07/2020,33,3
